timestamp,building_id,asset_id,asset_type,nominal_voltage_V,voltage_V,current_A,capacity_kw,ambient_temperature_C
2026-01-09 03:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.24,43.43,45,19.9
2026-01-09 04:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.99,48.66,45,20.09
2026-01-09 05:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.05,64.04,45,18.2
2026-01-09 06:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.43,60.69,45,24.13
2026-01-09 07:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.45,77.46,45,22.04
2026-01-09 08:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.56,79.08,45,24.35
2026-01-09 09:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.98,105.57,45,23.5
2026-01-09 10:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.06,96.19,45,21.64
2026-01-09 11:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.08,102.15,45,26.82
2026-01-09 12:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.49,110.72,45,26.57
2026-01-09 13:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.49,118.17,45,27.54
2026-01-09 14:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.95,110.38,45,27.57
2026-01-09 15:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.56,122.66,45,27.38
2026-01-09 16:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.95,130.67,45,27.44
2026-01-09 17:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.18,126.15,45,28.68
2026-01-09 18:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.52,92.6,45,24.55
2026-01-09 19:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.51,90.79,45,25.97
2026-01-09 20:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.89,90.34,45,24.97
2026-01-09 21:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.1,70.5,45,25.89
2026-01-09 22:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.2,62.74,45,21.27
2026-01-09 23:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.45,64.21,45,21.72
2026-01-10 00:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,206.91,43.5,45,19.4
2026-01-10 01:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.49,43.17,45,19.52
2026-01-10 02:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.67,43.34,45,19.65
2026-01-10 03:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.05,43.05,45,18.26
2026-01-10 04:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.74,43.12,45,19.38
2026-01-10 05:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.72,48.08,45,19.53
2026-01-10 06:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.85,43.3,45,23.89
2026-01-10 07:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.19,67.02,45,24.39
2026-01-10 08:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.13,68.05,45,24.16
2026-01-10 09:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.25,75.38,45,22.23
2026-01-10 10:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.29,75.24,45,23.25
2026-01-10 11:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.04,85.1,45,28.43
2026-01-10 12:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.04,95.47,45,27.18
2026-01-10 13:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.59,87.93,45,29.27
2026-01-10 14:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.18,97.3,45,27.02
2026-01-10 15:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.48,103.71,45,27.36
2026-01-10 16:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.88,102.52,45,26.82
2026-01-10 17:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.43,93.32,45,27.67
2026-01-10 18:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.2,80.66,45,26.15
2026-01-10 19:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.1,80.62,45,26.47
2026-01-10 20:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.29,74.11,45,24.62
2026-01-10 21:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.32,48.34,45,26.11
2026-01-10 22:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.85,47.57,45,22.88
2026-01-10 23:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.27,52.69,45,23.26
2026-01-11 00:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.96,43.07,45,20.25
2026-01-11 01:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.7,43.33,45,19.46
2026-01-11 02:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.05,43.26,45,19.25
2026-01-11 03:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.38,43.19,45,19.95
2026-01-11 04:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.71,43.12,45,20.07
2026-01-11 05:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.64,51.92,45,19.58
2026-01-11 06:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.24,51.04,45,23.54
2026-01-11 07:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.48,68.11,45,22.13
2026-01-11 08:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.5,60.69,45,21.99
2026-01-11 09:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.46,82.8,45,24.36
2026-01-11 10:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.13,85.01,45,22.05
2026-01-11 11:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.07,74.13,45,29.34
2026-01-11 12:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.47,88.86,45,26.75
2026-01-11 13:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.05,98.79,45,27.63
2026-01-11 14:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,209.14,85.97,45,28.71
2026-01-11 15:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,208.55,97.75,45,29.39
2026-01-11 16:00:00,Building_A,Lighting_Panel_A1,Lighting Panel,208,207.7,98.14,45,29.36
